order_id,customer_id,order_date,marketing_channel,total_amount,order_status
O01003,C0001,2026-04-13,Organic Search,56.4,Completed
O01004,C0661,2025-10-18,Organic Search,394.92,Completed
O01005,C0508,2026-04-27,Organic Search,125.68,Completed
O01006,C0654,2025-12-17,Email,549.32,Completed
O01007,C0585,2025-08-04,Email,229.88,Completed
O01008,C0334,2025-06-10,Social,667.08,Completed
O01009,C0436,2025-11-12,Email,369.27,Completed
O01010,C0786,2026-04-13,Organic Search,437.67,Completed
O01011,C0334,2026-01-27,Email,298.49,Completed
O01012,C0739,2026-05-07,Email,800.6,Completed
O01013,C0655,2025-02-27,Paid Search,389.53,Cancelled
O01014,C0156,2026-02-28,Referral,269.23,Completed
O01015,C0707,2025-10-26,Organic Search,285.71,Completed
O01016,C0766,2026-04-02,Social,156.65,Completed
O01017,C0262,2025-09-23,Email,340.02,Completed
O01018,C0580,2025-01-17,Paid Search,279.86,Completed
O01019,C0753,2025-03-10,Organic Search,136.64,Completed
O01020,C0588,2025-03-31,Social,617.97,Completed
O01021,C0667,2025-06-05,Organic Search,148.37,Completed
O01022,C0022,2026-03-19,Paid Search,186.44,Completed
O01023,C0229,2025-09-23,Email,306.27,Completed
O01024,C0194,2025-06-06,Referral,182.7,Returned
O01025,C0799,2025-02-10,Organic Search,63.69,Completed
O01026,C0207,2025-08-02,Organic Search,65.77,Completed
O01027,C0141,2025-01-28,Referral,610.57,Completed
O01028,C0605,2026-01-25,Referral,184.4,Completed
O01029,C0775,2025-06-16,Organic Search,381.68,Returned
O01030,C0008,2025-01-17,Paid Search,140.59,Completed
O01031,C0668,2026-03-21,Organic Search,675.76,Completed
O01032,C0532,2025-05-12,Organic Search,246.02,Completed
O01033,C0430,2025-06-11,Organic Search,408.6,Completed
O01034,C0272,2026-01-18,Email,98.59,Completed
O01035,C0418,2025-05-28,Organic Search,163.1,Completed
O01036,C0430,2025-04-05,Social,123.54,Completed
O01037,C0138,2026-03-27,Referral,133.0,Completed
O01038,C0490,2025-04-09,Paid Search,433.67,Completed
O01039,C0256,2025-04-18,Organic Search,75.94,Completed
O01040,C0779,2025-10-01,Social,80.02,Returned
O01041,C0766,2025-02-05,Social,371.68,Completed
O01042,C0244,2025-02-04,Organic Search,121.67,Completed
O01043,C0463,2026-02-20,Social,55.66,Completed
O01044,C0346,2025-12-12,Social,279.58,Completed
O01045,C0685,2025-04-09,Referral,289.58,Completed
O01046,C0114,2026-04-14,Organic Search,185.02,Returned
O01047,C0408,2025-07-06,Referral,444.34,Completed
O01048,C0546,2025-02-18,Paid Search,166.33,Completed
O01049,C0770,2025-08-20,Email,493.86,Completed
O01050,C0488,2026-03-08,Paid Search,65.54,Completed
O01051,C0214,2025-11-16,Social,146.02,Cancelled
O01052,C0401,2025-09-06,Referral,287.32,Completed
O01053,C0127,2026-02-16,Referral,152.32,Completed
O01054,C0537,2025-11-15,Organic Search,255.64,Completed
O01055,C0773,2025-03-14,Social,109.4,Completed
O01056,C0116,2025-09-19,Email,377.36,Completed
O01057,C0231,2025-10-26,Paid Search,84.46,Completed
O01058,C0432,2026-03-19,Organic Search,126.82,Completed
O01059,C0430,2025-12-03,Email,72.18,Completed
O01060,C0600,2025-09-06,Paid Search,366.48,Completed
O01061,C0044,2026-01-27,Email,211.42,Completed
O01062,C0404,2026-03-08,Email,327.48,Completed
O01063,C0644,2026-02-13,Referral,85.13,Completed
O01064,C0102,2025-12-03,Organic Search,97.84,Completed
O01065,C0361,2025-12-19,Social,310.76,Completed
O01066,C0788,2025-09-27,Referral,147.56,Completed
O01067,C0512,2025-06-26,Referral,187.0,Completed
O01068,C0655,2025-04-03,Paid Search,364.14,Completed
O01069,C0773,2026-01-06,Organic Search,92.76,Completed
O01070,C0775,2025-10-31,Email,60.59,Completed
O01071,C0270,2026-02-19,Organic Search,85.63,Completed
O01072,C0629,2025-10-28,Email,176.24,Completed
O01073,C0027,2025-10-08,Paid Search,850.59,Completed
O01074,C0425,2026-03-26,Email,761.32,Completed
O01075,C0374,2026-01-15,Social,403.02,Completed
O01076,C0520,2025-04-09,Email,448.79,Cancelled
O01077,C0477,2025-08-18,Organic Search,485.2,Completed
O01078,C0489,2025-12-22,Referral,82.31,Completed
O01079,C0731,2025-01-29,Email,100.23,Completed
O01080,C0339,2025-11-08,Organic Search,222.26,Cancelled
O01081,C0730,2025-02-24,Referral,129.77,Cancelled
O01082,C0186,2025-07-03,Organic Search,644.07,Completed
O01083,C0188,2025-12-18,Organic Search,274.54,Completed
O01084,C0206,2026-02-16,Organic Search,772.11,Cancelled
O01085,C0005,2025-01-13,Organic Search,172.38,Completed
O01086,C0187,2026-05-26,Paid Search,749.1,Completed
O01087,C0551,2025-02-09,Social,485.9,Completed
O01088,C0103,2025-06-21,Paid Search,475.89,Completed
O01089,C0347,2025-03-09,Organic Search,123.25,Completed
O01090,C0676,2026-05-07,Email,471.7,Completed
O01091,C0290,2025-07-25,Organic Search,222.67,Completed
O01092,C0085,2026-01-22,Paid Search,143.36,Completed
O01093,C0790,2025-10-22,Email,154.5,Completed
O01094,C0657,2025-06-27,Organic Search,87.46,Completed
O01095,C0701,2025-02-23,Referral,299.81,Returned
O01096,C0730,2025-08-15,Organic Search,254.18,Completed
O01097,C0298,2025-04-30,Organic Search,463.14,Completed
O01098,C0412,2026-01-16,Organic Search,185.06,Returned
O01099,C0210,2025-11-14,Social,266.35,Completed
O01100,C0260,2026-05-15,Email,281.6,Completed
O01101,C0163,2025-04-29,Social,168.87,Completed
O01102,C0292,2026-02-12,Paid Search,55.68,Completed
O01103,C0089,2025-07-26,Email,32.08,Completed
O01104,C0235,2025-04-25,Organic Search,70.47,Completed
O01105,C0449,2026-01-15,Referral,169.09,Cancelled
O01106,C0743,2025-08-04,Organic Search,247.36,Completed
O01107,C0401,2025-02-27,Paid Search,314.66,Completed
O01108,C0571,2025-10-22,Organic Search,209.49,Completed
O01109,C0380,2025-11-26,Organic Search,727.04,Completed
O01110,C0021,2025-03-17,Email,368.2,Cancelled
O01111,C0491,2026-04-11,Social,75.22,Completed
O01112,C0264,2026-02-02,Social,87.4,Completed
O01113,C0728,2026-02-25,Referral,393.18,Returned
O01114,C0373,2026-04-20,Organic Search,113.48,Returned
O01115,C0475,2026-01-08,Email,295.74,Completed
O01116,C0794,2025-11-04,Referral,219.3,Completed
O01117,C0530,2026-01-29,Paid Search,296.54,Completed
O01118,C0155,2025-07-22,Paid Search,35.42,Completed
O01119,C0693,2025-02-06,Organic Search,98.08,Completed
O01120,C0321,2025-04-03,Social,68.2,Completed
O01121,C0598,2025-11-20,Social,134.02,Completed
O01122,C0156,2025-06-13,Organic Search,138.78,Completed
O01123,C0707,2025-10-15,Referral,119.17,Completed
O01124,C0139,2025-02-10,Social,113.18,Completed
O01125,C0452,2026-01-07,Email,299.07,Completed
O01126,C0088,2025-12-14,Social,36.83,Completed
O01127,C0685,2025-04-24,Organic Search,233.15,Completed
O01128,C0174,2026-03-04,Paid Search,196.71,Completed
O01129,C0171,2025-11-23,Organic Search,76.26,Completed
O01130,C0768,2025-10-07,Social,619.53,Completed
O01131,C0310,2025-01-20,Paid Search,499.82,Completed
O01132,C0136,2025-12-17,Social,399.99,Completed
O01133,C0522,2025-11-23,Social,65.22,Completed
O01134,C0067,2026-01-18,Organic Search,202.06,Completed
O01135,C0160,2025-03-14,Email,752.53,Returned
O01136,C0444,2025-01-04,Referral,164.98,Completed
O01137,C0488,2025-07-17,Referral,195.39,Completed
O01138,C0190,2026-03-30,Paid Search,234.05,Completed
O01139,C0717,2025-07-13,Organic Search,521.87,Completed
O01140,C0616,2025-10-31,Paid Search,322.78,Completed
O01141,C0289,2025-09-15,Referral,71.8,Completed
O01142,C0082,2026-03-17,Email,334.71,Returned
O01143,C0745,2025-09-26,Referral,120.53,Completed
O01144,C0234,2025-07-14,Email,84.95,Completed
O01145,C0475,2026-02-17,Referral,37.37,Completed
O01146,C0143,2025-01-26,Referral,31.92,Completed
O01147,C0155,2025-06-26,Email,127.9,Completed
O01148,C0023,2025-07-22,Paid Search,60.31,Completed
O01149,C0446,2026-03-20,Social,155.09,Returned
O01150,C0623,2026-05-04,Organic Search,247.14,Completed
O01151,C0647,2025-11-12,Organic Search,199.04,Completed
O01152,C0379,2025-05-12,Email,89.62,Completed
O01153,C0705,2025-12-01,Organic Search,584.61,Completed
O01154,C0726,2025-08-23,Email,193.65,Completed
O01155,C0394,2025-04-08,Referral,200.16,Completed
O01156,C0399,2026-04-06,Referral,139.42,Completed
O01157,C0365,2025-12-02,Referral,77.8,Completed
O01158,C0620,2025-11-18,Social,442.74,Completed
O01159,C0754,2025-03-04,Social,367.08,Completed
O01160,C0304,2025-05-28,Organic Search,646.41,Completed
O01161,C0609,2025-06-10,Paid Search,56.67,Completed
O01162,C0167,2025-10-19,Email,98.19,Completed
O01163,C0146,2026-01-13,Organic Search,231.31,Completed
O01164,C0332,2025-10-17,Email,227.63,Completed
O01165,C0731,2025-06-17,Organic Search,253.83,Completed
O01166,C0658,2026-03-03,Referral,209.36,Completed
O01167,C0661,2025-02-27,Email,176.29,Completed
O01168,C0141,2025-06-06,Paid Search,208.7,Completed
O01169,C0564,2026-03-01,Organic Search,171.87,Completed
O01170,C0596,2025-03-24,Social,168.3,Completed
O01171,C0273,2025-10-16,Email,382.1,Completed
O01172,C0335,2025-07-20,Social,68.34,Returned
O01173,C0210,2026-02-20,Organic Search,138.67,Completed
O01174,C0707,2025-11-02,Email,462.24,Completed
O01175,C0186,2025-08-10,Referral,196.02,Completed
O01176,C0504,2025-06-19,Paid Search,556.81,Completed
O01177,C0001,2025-10-08,Organic Search,176.45,Completed
O01178,C0760,2026-03-10,Referral,131.49,Completed
O01179,C0310,2025-05-03,Organic Search,223.14,Returned
O01180,C0488,2025-02-01,Organic Search,210.57,Completed
O01181,C0277,2025-10-07,Organic Search,139.02,Completed
O01182,C0477,2026-03-19,Paid Search,1169.16,Completed
O01183,C0666,2025-01-02,Organic Search,338.77,Completed
O01184,C0091,2026-01-08,Email,122.44,Completed
O01185,C0329,2025-05-30,Referral,176.61,Cancelled
O01186,C0152,2025-10-27,Referral,265.24,Completed
O01187,C0368,2025-12-07,Email,351.04,Completed
O01188,C0614,2025-05-29,Paid Search,593.36,Completed
O01189,C0430,2025-03-25,Social,435.37,Completed
O01190,C0562,2026-01-18,Social,349.77,Completed
O01191,C0160,2026-04-10,Referral,823.42,Completed
O01192,C0311,2026-02-20,Referral,244.57,Completed
O01193,C0069,2025-03-15,Organic Search,458.21,Completed
O01194,C0651,2026-05-05,Email,377.28,Completed
O01195,C0718,2025-09-19,Paid Search,370.13,Completed
O01196,C0390,2025-01-28,Organic Search,66.84,Completed
O01197,C0466,2025-04-07,Paid Search,120.78,Completed
O01198,C0222,2026-04-08,Email,36.82,Completed
O01199,C0071,2026-04-01,Paid Search,398.46,Completed
O01200,C0600,2025-09-17,Organic Search,347.26,Completed
O01201,C0616,2025-10-25,Organic Search,97.17,Completed
O01202,C0006,2025-09-13,Paid Search,386.79,Completed
O01203,C0235,2026-05-21,Email,636.76,Completed
O01204,C0376,2026-05-24,Referral,72.26,Completed
O01205,C0447,2025-10-13,Email,71.45,Completed
O01206,C0411,2026-05-02,Paid Search,33.02,Completed
O01207,C0457,2025-07-21,Email,255.49,Completed
O01208,C0208,2025-08-26,Organic Search,179.63,Completed
O01209,C0538,2025-04-26,Email,244.98,Completed
O01210,C0680,2025-07-13,Paid Search,130.06,Completed
O01211,C0150,2025-03-14,Email,661.33,Completed
O01212,C0231,2026-01-06,Referral,132.15,Completed
O01213,C0688,2025-07-17,Referral,173.61,Completed
O01214,C0491,2025-05-11,Email,423.08,Completed
O01215,C0444,2025-03-18,Email,70.06,Completed
O01216,C0379,2025-02-10,Organic Search,141.19,Completed
O01217,C0482,2025-11-12,Paid Search,32.49,Completed
O01218,C0546,2025-12-17,Paid Search,198.15,Completed
O01219,C0246,2025-11-28,Email,66.74,Completed
O01220,C0271,2025-10-13,Email,640.97,Completed
O01221,C0730,2026-01-06,Email,150.31,Completed
O01222,C0654,2025-10-26,Organic Search,363.14,Completed
O01223,C0551,2026-04-16,Paid Search,72.68,Completed
O01224,C0004,2026-02-07,Organic Search,238.03,Completed
O01225,C0204,2026-03-07,Organic Search,548.34,Completed
O01226,C0131,2025-10-02,Referral,489.62,Completed
O01227,C0226,2025-08-25,Email,227.85,Completed
O01228,C0176,2025-08-14,Referral,484.27,Completed
O01229,C0417,2025-09-10,Organic Search,394.46,Completed
O01230,C0245,2025-01-04,Email,186.73,Completed
O01231,C0730,2026-02-23,Paid Search,416.18,Completed
O01232,C0211,2025-10-06,Social,140.13,Completed
O01233,C0622,2026-03-29,Organic Search,68.99,Completed
O01234,C0213,2026-02-18,Organic Search,57.84,Completed
O01235,C0025,2026-04-26,Email,248.82,Completed
O01236,C0742,2026-03-23,Paid Search,129.52,Completed
O01237,C0491,2025-09-24,Organic Search,477.24,Completed
O01238,C0093,2025-08-23,Email,169.85,Completed
O01239,C0301,2025-06-02,Organic Search,174.32,Completed
O01240,C0095,2025-08-26,Email,265.29,Completed
O01241,C0618,2025-07-20,Email,136.23,Completed
O01242,C0567,2026-04-19,Referral,132.24,Completed
O01243,C0513,2025-01-22,Paid Search,35.29,Completed
O01244,C0624,2025-09-05,Referral,241.05,Completed
O01245,C0069,2025-02-13,Social,73.42,Completed
O01246,C0564,2026-02-09,Email,528.51,Completed
O01247,C0770,2026-02-19,Organic Search,386.22,Completed
O01248,C0392,2026-02-27,Paid Search,147.47,Completed
O01249,C0461,2025-05-31,Referral,221.35,Completed
O01250,C0499,2025-09-16,Paid Search,378.1,Completed
O01251,C0303,2025-04-14,Paid Search,426.18,Completed
O01252,C0364,2025-10-29,Referral,699.16,Completed
O01253,C0012,2025-06-19,Social,60.6,Completed
O01254,C0025,2026-01-16,Paid Search,155.45,Completed
O01255,C0449,2025-05-07,Referral,170.65,Completed
O01256,C0158,2025-03-10,Social,165.82,Completed
O01257,C0096,2025-07-21,Email,186.88,Returned
O01258,C0429,2025-07-19,Email,36.02,Cancelled
O01259,C0001,2025-08-04,Social,168.35,Completed
O01260,C0170,2026-04-25,Social,70.54,Completed
O01261,C0481,2026-01-17,Social,135.09,Completed
O01262,C0609,2025-10-13,Referral,86.87,Returned
O01263,C0511,2025-11-04,Social,666.49,Returned
O01264,C0423,2026-01-07,Referral,132.64,Completed
O01265,C0794,2025-03-09,Organic Search,883.91,Completed
O01266,C0406,2026-05-19,Email,199.37,Completed
O01267,C0613,2025-06-13,Organic Search,60.48,Completed
O01268,C0554,2025-06-03,Paid Search,305.12,Completed
O01269,C0042,2025-03-31,Organic Search,130.86,Cancelled
O01270,C0197,2025-01-01,Referral,341.72,Completed
O01271,C0162,2025-09-24,Email,342.89,Completed
O01272,C0464,2026-04-30,Paid Search,73.65,Completed
O01273,C0317,2025-08-29,Email,149.7,Completed
O01274,C0152,2025-05-01,Organic Search,33.91,Completed
O01275,C0594,2025-11-24,Organic Search,141.41,Returned
O01276,C0727,2025-11-06,Organic Search,165.12,Completed
O01277,C0033,2025-02-20,Referral,603.0,Completed
O01278,C0137,2026-04-06,Referral,295.16,Completed
O01279,C0257,2025-06-18,Paid Search,151.38,Completed
O01280,C0285,2026-05-23,Social,237.94,Completed
O01281,C0108,2025-01-03,Paid Search,424.52,Cancelled
O01282,C0446,2025-07-21,Referral,731.53,Completed
O01283,C0341,2025-10-19,Organic Search,340.69,Completed
O01284,C0606,2025-11-19,Organic Search,349.78,Completed
O01285,C0272,2026-02-09,Organic Search,385.64,Completed
O01286,C0049,2026-03-17,Social,247.95,Returned
O01287,C0788,2025-11-10,Email,219.33,Completed
O01288,C0399,2025-08-29,Email,213.77,Completed
O01289,C0492,2025-09-09,Organic Search,57.86,Completed
O01290,C0437,2025-06-15,Organic Search,122.98,Cancelled
O01291,C0079,2025-03-12,Social,546.26,Completed
O01292,C0524,2026-04-22,Organic Search,257.26,Completed
O01293,C0743,2025-09-14,Organic Search,538.82,Completed
O01294,C0349,2025-01-31,Referral,447.6,Completed
O01295,C0793,2026-05-11,Email,356.67,Completed
O01296,C0204,2026-01-13,Social,210.43,Cancelled
O01297,C0665,2026-01-17,Organic Search,536.68,Completed
O01298,C0608,2025-04-30,Organic Search,149.24,Completed
O01299,C0252,2025-11-21,Organic Search,322.42,Cancelled
O01300,C0349,2025-10-15,Referral,452.65,Completed
O01301,C0372,2025-04-13,Organic Search,557.03,Completed
O01302,C0566,2025-11-01,Email,178.84,Completed
O01303,C0096,2026-03-07,Email,154.68,Returned
O01304,C0110,2025-01-05,Social,72.27,Completed
O01305,C0084,2025-09-11,Organic Search,115.69,Completed
O01306,C0174,2025-05-10,Referral,619.58,Completed
O01307,C0217,2026-03-17,Email,67.75,Completed
O01308,C0276,2025-10-22,Organic Search,431.97,Completed
O01309,C0657,2025-07-08,Email,415.26,Completed
O01310,C0735,2025-08-04,Organic Search,309.94,Completed
O01311,C0333,2026-01-13,Social,56.72,Completed
O01312,C0399,2025-07-31,Paid Search,679.42,Completed
O01313,C0537,2026-04-15,Organic Search,65.94,Completed
O01314,C0485,2025-01-15,Referral,347.21,Completed
O01315,C0277,2026-02-04,Organic Search,33.55,Completed
O01316,C0565,2025-08-13,Paid Search,235.88,Completed
O01317,C0581,2025-03-06,Social,65.44,Returned
O01318,C0643,2025-07-07,Paid Search,129.41,Completed
O01319,C0192,2025-07-18,Organic Search,145.99,Completed
O01320,C0686,2026-02-16,Referral,406.34,Completed
O01321,C0483,2026-01-01,Referral,245.41,Completed
O01322,C0421,2025-08-25,Referral,144.1,Completed
O01323,C0736,2026-03-28,Organic Search,561.97,Cancelled
O01324,C0215,2026-04-06,Organic Search,512.44,Completed
O01325,C0674,2025-06-21,Referral,652.21,Completed
O01326,C0590,2025-08-23,Organic Search,165.74,Completed
O01327,C0028,2025-06-18,Referral,392.59,Completed
O01328,C0634,2025-08-20,Organic Search,228.56,Completed
O01329,C0158,2026-03-19,Email,777.61,Completed
O01330,C0075,2025-08-05,Organic Search,181.33,Completed
O01331,C0464,2025-12-04,Organic Search,606.93,Completed
O01332,C0792,2026-01-20,Paid Search,475.24,Completed
O01333,C0055,2025-05-19,Paid Search,413.6,Completed
O01334,C0552,2025-09-05,Email,63.92,Completed
O01335,C0046,2025-07-02,Paid Search,707.81,Completed
O01336,C0756,2025-03-24,Referral,175.29,Completed
O01337,C0799,2025-01-12,Organic Search,309.21,Completed
O01338,C0085,2025-03-25,Email,139.21,Completed
O01339,C0646,2025-02-28,Referral,399.97,Completed
O01340,C0268,2025-10-27,Organic Search,105.26,Completed
O01341,C0180,2025-06-04,Referral,167.86,Completed
O01342,C0027,2026-04-24,Organic Search,117.88,Completed
O01343,C0371,2025-04-01,Referral,35.99,Completed
O01344,C0276,2025-06-02,Paid Search,480.53,Completed
O01345,C0633,2026-04-17,Paid Search,632.29,Completed
O01346,C0660,2025-09-22,Organic Search,407.22,Completed
O01347,C0145,2025-03-09,Email,152.65,Completed
O01348,C0022,2025-06-12,Organic Search,37.19,Completed
O01349,C0107,2025-08-08,Organic Search,355.82,Completed
O01350,C0769,2025-12-30,Paid Search,179.12,Completed
O01351,C0349,2026-01-13,Email,471.12,Completed
O01352,C0482,2025-03-28,Paid Search,121.28,Returned
O01353,C0791,2025-01-24,Organic Search,194.92,Completed
O01354,C0340,2025-10-10,Referral,163.33,Completed
O01355,C0299,2025-02-28,Organic Search,556.22,Completed
O01356,C0105,2025-05-25,Organic Search,228.79,Cancelled
O01357,C0608,2025-09-04,Organic Search,478.4,Completed
O01358,C0741,2025-02-05,Organic Search,121.24,Completed
O01359,C0513,2026-04-18,Referral,305.24,Completed
O01360,C0798,2025-12-09,Paid Search,216.61,Completed
O01361,C0743,2025-05-03,Social,632.41,Completed
O01362,C0112,2025-10-21,Paid Search,191.29,Completed
O01363,C0775,2025-05-23,Social,370.94,Completed
O01364,C0246,2025-03-17,Paid Search,130.28,Completed
O01365,C0134,2025-10-29,Paid Search,347.1,Completed
O01366,C0244,2025-12-12,Paid Search,432.75,Completed
O01367,C0120,2025-04-09,Referral,199.26,Completed
O01368,C0533,2025-02-26,Social,361.6,Completed
O01369,C0396,2025-01-28,Organic Search,263.56,Returned
O01370,C0261,2025-08-12,Social,128.23,Completed
O01371,C0642,2026-05-13,Referral,39.1,Completed
O01372,C0768,2025-10-25,Social,123.98,Completed
O01373,C0799,2026-04-04,Organic Search,273.14,Completed
O01374,C0418,2025-05-20,Organic Search,72.56,Completed
O01375,C0463,2026-01-15,Email,186.32,Completed
O01376,C0297,2025-03-08,Organic Search,90.31,Completed
O01377,C0413,2025-06-19,Referral,554.53,Completed
O01378,C0092,2026-04-13,Social,80.96,Completed
O01379,C0339,2025-05-31,Email,73.33,Completed
O01380,C0195,2025-06-29,Organic Search,637.81,Completed
O01381,C0159,2026-04-30,Paid Search,371.55,Completed
O01382,C0317,2025-08-10,Email,595.32,Completed
O01383,C0004,2025-10-19,Social,347.31,Completed
O01384,C0096,2025-09-30,Referral,203.13,Returned
O01385,C0016,2025-08-10,Email,426.91,Completed
O01386,C0769,2025-12-11,Organic Search,430.56,Completed
O01387,C0490,2025-06-18,Referral,148.93,Completed
O01388,C0120,2025-02-26,Referral,383.45,Completed
O01389,C0050,2025-01-27,Social,161.19,Completed
O01390,C0756,2025-03-16,Organic Search,364.52,Completed
O01391,C0658,2026-03-30,Paid Search,75.11,Completed
O01392,C0452,2026-05-23,Paid Search,198.18,Completed
O01393,C0782,2026-02-17,Referral,218.87,Completed
O01394,C0394,2026-05-01,Social,746.18,Completed
O01395,C0367,2025-11-18,Email,154.2,Completed
O01396,C0476,2025-03-23,Organic Search,481.08,Cancelled
O01397,C0136,2025-11-22,Paid Search,298.65,Completed
O01398,C0607,2025-09-28,Organic Search,591.86,Completed
O01399,C0482,2026-02-12,Paid Search,712.21,Completed
O01400,C0105,2025-07-06,Email,138.6,Completed
O01401,C0749,2026-05-19,Email,259.2,Completed
O01402,C0118,2025-09-06,Referral,135.44,Completed
O01403,C0757,2026-04-06,Organic Search,377.43,Completed
O01404,C0242,2026-05-24,Social,63.86,Completed
O01405,C0554,2026-01-21,Organic Search,236.27,Completed
O01406,C0016,2026-01-10,Referral,285.23,Completed
O01407,C0075,2025-06-28,Social,624.78,Returned
O01408,C0241,2025-10-02,Paid Search,276.07,Completed
O01409,C0035,2025-12-05,Social,530.83,Completed
O01410,C0664,2025-10-26,Organic Search,347.89,Completed
O01411,C0712,2025-02-06,Email,183.1,Completed
O01412,C0201,2026-05-05,Paid Search,712.89,Completed
O01413,C0639,2025-06-03,Email,116.69,Completed
O01414,C0529,2025-11-24,Email,340.18,Completed
O01415,C0409,2025-01-01,Email,381.87,Completed
O01416,C0391,2026-02-04,Referral,145.51,Completed
O01417,C0555,2025-10-14,Organic Search,122.05,Completed
O01418,C0627,2025-12-28,Organic Search,173.07,Completed
O01419,C0560,2025-07-19,Social,501.93,Cancelled
O01420,C0183,2026-05-10,Social,507.12,Returned
O01421,C0712,2025-08-15,Organic Search,257.85,Completed
O01422,C0027,2026-01-10,Social,132.28,Completed
O01423,C0625,2025-01-17,Organic Search,130.3,Completed
O01424,C0692,2025-05-03,Social,355.17,Completed
O01425,C0039,2025-10-03,Organic Search,190.56,Completed
O01426,C0336,2025-12-01,Organic Search,196.03,Completed
O01427,C0746,2026-05-03,Referral,425.85,Completed
O01428,C0714,2025-06-03,Referral,320.83,Completed
O01429,C0713,2025-05-05,Email,180.75,Completed
O01430,C0279,2025-01-07,Paid Search,85.12,Returned
O01431,C0427,2026-03-15,Organic Search,271.68,Completed
O01432,C0172,2025-11-02,Organic Search,349.98,Completed
O01433,C0325,2026-01-08,Referral,340.24,Completed
O01434,C0007,2025-05-20,Social,65.23,Completed
O01435,C0075,2025-08-26,Social,277.04,Completed
O01436,C0332,2025-01-06,Organic Search,213.6,Completed
O01437,C0291,2025-04-13,Organic Search,519.99,Completed
O01438,C0737,2026-03-28,Social,117.17,Completed
O01439,C0295,2026-01-13,Organic Search,758.76,Completed
O01440,C0661,2025-05-27,Organic Search,69.53,Completed
O01441,C0426,2025-09-08,Organic Search,162.37,Completed
O01442,C0532,2026-02-18,Email,363.66,Cancelled
O01443,C0496,2025-09-30,Organic Search,173.14,Completed
O01444,C0392,2026-04-10,Social,376.3,Completed
O01445,C0065,2025-06-29,Paid Search,337.9,Returned
O01446,C0030,2025-07-10,Organic Search,234.21,Returned
O01447,C0335,2026-03-14,Email,311.89,Completed
O01448,C0592,2025-09-08,Referral,330.01,Completed
O01449,C0225,2026-05-20,Organic Search,395.52,Completed
O01450,C0592,2025-09-17,Referral,397.6,Completed
O01451,C0451,2025-06-28,Organic Search,198.77,Completed
O01452,C0737,2026-05-25,Organic Search,153.34,Returned
O01453,C0134,2025-09-06,Organic Search,394.26,Completed
O01454,C0039,2025-06-27,Social,137.28,Completed
O01455,C0358,2026-03-25,Email,210.62,Completed
O01456,C0207,2025-02-11,Organic Search,1025.23,Completed
O01457,C0024,2025-04-06,Referral,600.8,Completed
O01458,C0490,2025-07-23,Organic Search,643.5,Completed
O01459,C0149,2025-04-28,Paid Search,208.7,Completed
O01460,C0771,2026-04-23,Email,64.62,Completed
O01461,C0043,2025-07-05,Organic Search,306.37,Returned
O01462,C0638,2025-07-22,Referral,68.13,Completed
O01463,C0677,2025-01-14,Organic Search,432.91,Completed
O01464,C0572,2025-01-24,Email,209.35,Completed
O01465,C0385,2025-10-21,Organic Search,466.59,Completed
O01466,C0733,2025-08-08,Email,216.65,Returned
O01467,C0146,2025-05-02,Organic Search,79.37,Completed
O01468,C0218,2025-05-14,Referral,140.16,Completed
O01469,C0056,2026-05-09,Paid Search,183.61,Completed
O01470,C0614,2025-06-20,Email,71.24,Completed
O01471,C0134,2025-08-22,Organic Search,122.24,Completed
O01472,C0228,2025-01-08,Email,524.34,Completed
O01473,C0434,2026-01-13,Social,67.48,Completed
O01474,C0381,2025-12-23,Organic Search,544.58,Completed
O01475,C0527,2025-05-02,Organic Search,125.85,Completed
O01476,C0501,2025-04-03,Organic Search,97.13,Completed
O01477,C0110,2026-04-04,Organic Search,402.36,Completed
O01478,C0521,2025-07-20,Organic Search,203.51,Completed
O01479,C0295,2025-02-18,Paid Search,267.44,Completed
O01480,C0187,2026-03-22,Paid Search,472.64,Cancelled
O01481,C0622,2025-07-25,Paid Search,497.59,Completed
O01482,C0717,2025-05-22,Referral,496.65,Completed
O01483,C0339,2025-11-15,Email,120.08,Completed
O01484,C0128,2026-04-24,Social,61.03,Returned
O01485,C0733,2025-03-11,Email,245.93,Completed
O01486,C0262,2025-02-13,Email,70.53,Completed
O01487,C0621,2026-02-09,Paid Search,182.65,Completed
O01488,C0425,2025-05-04,Paid Search,226.39,Completed
O01489,C0497,2025-02-20,Paid Search,411.06,Completed
O01490,C0755,2025-08-04,Email,75.05,Cancelled
O01491,C0016,2026-04-02,Organic Search,409.93,Completed
O01492,C0109,2025-06-25,Organic Search,187.46,Completed
O01493,C0098,2025-09-23,Referral,584.96,Completed
O01494,C0115,2025-05-31,Organic Search,91.91,Completed
O01495,C0678,2025-10-24,Paid Search,199.28,Completed
O01496,C0365,2026-04-08,Paid Search,717.53,Completed
O01497,C0027,2025-03-05,Organic Search,130.12,Completed
O01498,C0194,2025-07-04,Paid Search,203.86,Completed
O01499,C0524,2025-06-11,Social,260.58,Completed
O01500,C0593,2026-02-06,Social,251.92,Completed
O01501,C0595,2025-04-01,Paid Search,170.79,Completed
O01502,C0291,2026-05-15,Email,368.89,Completed
O01503,C0187,2026-02-12,Organic Search,131.07,Completed
O01504,C0560,2026-01-28,Organic Search,135.94,Completed
O01505,C0455,2025-03-08,Organic Search,370.25,Completed
