order_item_id,order_id,product_id,quantity,unit_price
OI01552,O00920,P003,1,63.44
OI01553,O00921,P011,2,142.02
OI01554,O00921,P010,1,66.1
OI01555,O00922,P007,2,236.26
OI01556,O00923,P001,1,90.64
OI01557,O00923,P006,3,162.75
OI01558,O00923,P007,1,203.37
OI01559,O00924,P006,1,183.68
OI01560,O00924,P002,1,173.49
OI01561,O00925,P010,1,75.37
OI01562,O00925,P006,1,186.79
OI01563,O00925,P016,1,128.19
OI01564,O00926,P005,1,36.59
OI01565,O00926,P013,1,200.88
OI01566,O00927,P016,1,133.18
OI01567,O00927,P004,3,117.69
OI01568,O00928,P011,1,149.13
OI01569,O00928,P002,1,167.96
OI01570,O00928,P001,1,96.14
OI01571,O00929,P012,2,75.72
OI01572,O00929,P005,1,36.3
OI01573,O00930,P014,1,142.86
OI01574,O00930,P009,1,55.7
OI01575,O00931,P015,1,156.11
OI01576,O00932,P001,1,85.4
OI01577,O00932,P004,1,124.04
OI01578,O00932,P008,2,211.76
OI01579,O00933,P016,1,130.88
OI01580,O00933,P007,1,222.62
OI01581,O00934,P015,1,166.24
OI01582,O00934,P008,1,178.8
OI01583,O00934,P003,1,67.8
OI01584,O00934,P016,1,131.15
OI01585,O00935,P002,1,162.42
OI01586,O00935,P008,2,185.85
OI01587,O00935,P011,2,144.69
OI01588,O00936,P006,2,184.72
OI01589,O00937,P002,2,169.01
OI01590,O00937,P016,1,114.86
OI01591,O00937,P004,1,122.62
OI01592,O00938,P001,1,83.94
OI01593,O00938,P005,1,38.01
OI01594,O00938,P015,1,175.74
OI01595,O00939,P001,1,96.69
OI01596,O00940,P008,2,200.66
OI01597,O00940,P005,2,33.23
OI01598,O00941,P006,1,174.47
OI01599,O00941,P005,1,33.21
OI01600,O00942,P003,1,67.33
OI01601,O00943,P013,1,200.59
OI01602,O00944,P010,1,75.87
OI01603,O00944,P004,1,135.16
OI01604,O00945,P004,1,132.15
OI01605,O00946,P002,1,173.52
OI01606,O00946,P006,2,162.84
OI01607,O00947,P012,1,78.18
OI01608,O00948,P014,1,136.52
OI01609,O00949,P010,3,74.56
OI01610,O00949,P001,1,98.82
OI01611,O00950,P013,1,184.02
OI01612,O00950,P010,1,70.51
OI01613,O00950,P001,1,91.66
OI01614,O00951,P002,1,178.32
OI01615,O00951,P016,2,124.68
OI01616,O00952,P010,1,74.27
OI01617,O00952,P005,1,37.18
OI01618,O00952,P002,1,170.91
OI01619,O00953,P013,1,214.77
OI01620,O00954,P013,1,182.66
OI01621,O00954,P003,1,71.73
OI01622,O00954,P006,2,190.15
OI01623,O00955,P001,1,93.26
OI01624,O00956,P013,1,182.85
OI01625,O00956,P015,1,151.58
OI01626,O00956,P002,1,163.31
OI01627,O00957,P016,1,137.77
OI01628,O00958,P015,1,169.1
OI01629,O00958,P013,1,193.82
OI01630,O00958,P002,2,157.02
OI01631,O00959,P013,1,179.41
OI01632,O00960,P012,1,84.36
OI01633,O00960,P013,3,181.76
OI01634,O00960,P008,1,191.8
OI01635,O00961,P009,2,63.35
OI01636,O00961,P004,1,116.54
OI01637,O00961,P016,1,115.84
OI01638,O00962,P009,1,57.91
OI01639,O00962,P007,2,218.89
OI01640,O00963,P002,1,163.94
OI01641,O00964,P005,1,35.47
OI01642,O00964,P012,2,76.18
OI01643,O00965,P002,1,152.71
OI01644,O00965,P016,1,131.62
OI01645,O00966,P011,1,134.38
OI01646,O00966,P015,1,150.66
OI01647,O00967,P009,1,60.97
OI01648,O00967,P005,2,36.96
OI01649,O00968,P006,1,187.92
OI01650,O00969,P007,1,213.09
OI01651,O00970,P011,1,135.04
OI01652,O00970,P002,1,161.49
OI01653,O00970,P004,1,137.4
OI01654,O00970,P014,1,141.13
OI01655,O00971,P011,1,149.58
OI01656,O00972,P013,1,178.49
OI01657,O00973,P003,1,63.37
OI01658,O00973,P004,1,133.32
OI01659,O00973,P012,1,80.77
OI01660,O00973,P009,1,58.61
OI01661,O00974,P016,1,126.74
OI01662,O00974,P004,1,140.67
OI01663,O00975,P010,1,64.21
OI01664,O00976,P014,1,132.11
OI01665,O00976,P015,1,148.03
OI01666,O00977,P013,1,196.27
OI01667,O00978,P010,1,73.87
OI01668,O00979,P014,3,134.71
OI01669,O00980,P003,1,69.44
OI01670,O00981,P016,1,122.36
OI01671,O00981,P011,1,151.36
OI01672,O00982,P008,1,203.52
OI01673,O00982,P003,1,61.17
OI01674,O00983,P015,3,171.25
OI01675,O00984,P011,2,130.21
OI01676,O00984,P014,1,150.51
OI01677,O00985,P016,1,123.59
OI01678,O00985,P014,1,143.46
OI01679,O00985,P007,1,229.46
OI01680,O00986,P010,1,73.76
OI01681,O00986,P013,1,192.13
OI01682,O00987,P009,1,61.49
OI01683,O00988,P008,2,183.11
OI01684,O00989,P008,1,188.48
OI01685,O00990,P002,1,169.73
OI01686,O00990,P013,1,213.42
OI01687,O00991,P010,1,68.25
OI01688,O00992,P009,1,56.85
OI01689,O00992,P011,1,142.62
OI01690,O00992,P004,1,134.57
OI01691,O00993,P012,1,80.15
OI01692,O00994,P006,2,180.76
OI01693,O00995,P008,1,183.69
OI01694,O00996,P001,2,97.77
OI01695,O00997,P013,1,190.74
OI01696,O00997,P011,1,141.72
OI01697,O00998,P008,2,182.0
OI01698,O00998,P005,2,38.17
OI01699,O00999,P009,1,63.42
OI01700,O00999,P002,2,183.26
OI01701,O01000,P016,1,126.73
OI01702,O01001,P015,1,151.11
OI01703,O01002,P014,2,143.57
OI01704,O01002,P016,1,129.5
OI01705,O01003,P009,1,56.4
OI01706,O01004,P008,1,195.0
OI01707,O01004,P006,1,166.75
OI01708,O01004,P005,1,33.17
OI01709,O01005,P014,1,125.68
OI01710,O01006,P007,1,204.0
OI01711,O01006,P013,1,190.34
OI01712,O01006,P002,1,154.98
OI01713,O01007,P007,1,229.88
OI01714,O01008,P014,1,130.5
OI01715,O01008,P013,2,211.54
OI01716,O01008,P012,1,75.54
OI01717,O01008,P005,1,37.96
OI01718,O01009,P001,2,82.75
OI01719,O01009,P013,1,203.77
OI01720,O01010,P007,1,205.93
OI01721,O01010,P004,2,115.87
OI01722,O01011,P007,1,233.07
OI01723,O01011,P010,1,65.42
OI01724,O01012,P002,1,185.14
OI01725,O01012,P013,1,187.45
OI01726,O01012,P011,3,142.67
OI01727,O01013,P015,1,160.33
OI01728,O01013,P016,2,114.6
OI01729,O01014,P007,1,205.44
OI01730,O01014,P009,1,63.79
OI01731,O01015,P003,2,69.16
OI01732,O01015,P014,1,147.39
OI01733,O01016,P015,1,156.65
OI01734,O01017,P005,1,34.75
OI01735,O01017,P002,1,153.05
OI01736,O01017,P011,1,152.22
OI01737,O01018,P011,2,139.93
OI01738,O01019,P004,1,136.64
OI01739,O01020,P007,1,225.27
OI01740,O01020,P013,2,196.35
OI01741,O01021,P011,1,148.37
OI01742,O01022,P013,1,186.44
OI01743,O01023,P015,1,170.35
OI01744,O01023,P011,1,135.92
OI01745,O01024,P006,1,182.7
OI01746,O01025,P003,1,63.69
OI01747,O01026,P009,1,65.77
OI01748,O01027,P004,1,138.49
OI01749,O01027,P014,2,128.95
OI01750,O01027,P007,1,214.18
OI01751,O01028,P006,1,184.4
OI01752,O01029,P012,1,73.97
OI01753,O01029,P016,1,125.94
OI01754,O01029,P006,1,181.77
OI01755,O01030,P004,1,140.59
OI01756,O01031,P003,1,65.84
OI01757,O01031,P011,2,133.58
OI01758,O01031,P015,1,155.34
OI01759,O01031,P013,1,187.42
OI01760,O01032,P002,1,158.75
OI01761,O01032,P001,1,87.27
OI01762,O01033,P005,2,33.16
OI01763,O01033,P012,2,72.31
OI01764,O01033,P013,1,197.66
OI01765,O01034,P001,1,98.59
OI01766,O01035,P006,1,163.1
OI01767,O01036,P016,1,123.54
OI01768,O01037,P001,1,98.79
OI01769,O01037,P005,1,34.21
OI01770,O01038,P007,1,230.77
OI01771,O01038,P003,1,68.44
OI01772,O01038,P004,1,134.46
OI01773,O01039,P010,1,75.94
OI01774,O01040,P012,1,80.02
OI01775,O01041,P002,2,185.84
OI01776,O01042,P016,1,121.67
OI01777,O01043,P009,1,55.66
OI01778,O01044,P011,2,139.79
OI01779,O01045,P009,2,59.55
OI01780,O01045,P002,1,170.48
OI01781,O01046,P005,1,35.17
OI01782,O01046,P014,1,149.85
OI01783,O01047,P007,1,229.43
OI01784,O01047,P003,1,69.62
OI01785,O01047,P014,1,145.29
OI01786,O01048,P006,1,166.33
OI01787,O01049,P014,1,124.38
OI01788,O01049,P016,3,123.16
OI01789,O01050,P010,1,65.54
OI01790,O01051,P003,1,61.28
OI01791,O01051,P001,1,84.74
OI01792,O01052,P013,1,211.53
OI01793,O01052,P010,1,75.79
OI01794,O01053,P005,1,36.79
OI01795,O01053,P004,1,115.53
OI01796,O01054,P016,1,120.49
OI01797,O01054,P004,1,135.15
OI01798,O01055,P009,2,54.7
OI01799,O01056,P006,2,188.68
OI01800,O01057,P012,1,84.46
OI01801,O01058,P009,2,63.41
OI01802,O01059,P012,1,72.18
OI01803,O01060,P009,3,64.59
OI01804,O01060,P002,1,172.71
OI01805,O01061,P004,1,141.15
OI01806,O01061,P010,1,70.27
OI01807,O01062,P015,2,163.74
OI01808,O01063,P001,1,85.13
OI01809,O01064,P001,1,97.84
OI01810,O01065,P015,2,155.38
OI01811,O01066,P011,1,147.56
OI01812,O01067,P008,1,187.0
OI01813,O01068,P006,1,172.54
OI01814,O01068,P013,1,191.6
OI01815,O01069,P001,1,92.76
OI01816,O01070,P003,1,60.59
OI01817,O01071,P012,1,85.63
OI01818,O01072,P008,1,176.24
OI01819,O01073,P008,1,207.53
OI01820,O01073,P004,1,123.19
OI01821,O01073,P015,3,173.29
OI01822,O01074,P007,1,222.71
OI01823,O01074,P016,2,138.31
OI01824,O01074,P003,1,69.09
OI01825,O01074,P009,3,64.3
OI01826,O01075,P011,1,145.8
OI01827,O01075,P009,1,64.61
OI01828,O01075,P006,1,192.61
OI01829,O01076,P004,2,121.35
OI01830,O01076,P013,1,206.09
OI01831,O01077,P015,1,159.14
OI01832,O01077,P010,2,64.39
OI01833,O01077,P008,1,197.28
OI01834,O01078,P012,1,82.31
OI01835,O01079,P005,3,33.41
OI01836,O01080,P014,1,151.01
OI01837,O01080,P003,1,71.25
OI01838,O01081,P003,1,65.05
OI01839,O01081,P010,1,64.72
OI01840,O01082,P004,1,126.06
OI01841,O01082,P006,1,188.45
OI01842,O01082,P002,2,164.78
OI01843,O01083,P014,2,137.27
OI01844,O01084,P003,1,62.9
OI01845,O01084,P006,2,164.84
OI01846,O01084,P008,1,202.3
OI01847,O01084,P013,1,177.23
OI01848,O01085,P012,2,86.19
OI01849,O01086,P004,1,130.62
OI01850,O01086,P014,2,143.18
OI01851,O01086,P011,2,130.74
OI01852,O01086,P003,1,70.64
OI01853,O01087,P004,2,140.3
OI01854,O01087,P013,1,205.3
OI01855,O01088,P011,2,141.56
OI01856,O01088,P008,1,192.77
OI01857,O01089,P016,1,123.25
OI01858,O01090,P004,1,132.79
OI01859,O01090,P014,2,139.08
OI01860,O01090,P009,1,60.75
OI01861,O01091,P007,1,222.67
OI01862,O01092,P011,1,143.36
OI01863,O01093,P002,1,154.5
OI01864,O01094,P001,1,87.46
OI01865,O01095,P006,1,188.97
OI01866,O01095,P009,2,55.42
OI01867,O01096,P016,1,128.72
OI01868,O01096,P004,1,125.46
OI01869,O01097,P011,3,154.38
OI01870,O01098,P008,1,185.06
OI01871,O01099,P009,1,59.42
OI01872,O01099,P007,1,206.93
OI01873,O01100,P013,1,195.66
OI01874,O01100,P001,1,85.94
OI01875,O01101,P006,1,168.87
OI01876,O01102,P009,1,55.68
OI01877,O01103,P005,1,32.08
OI01878,O01104,P003,1,70.47
OI01879,O01105,P002,1,169.09
OI01880,O01106,P005,2,33.68
OI01881,O01106,P006,1,180.0
OI01882,O01107,P003,1,63.98
OI01883,O01107,P004,1,115.92
OI01884,O01107,P016,1,134.76
OI01885,O01108,P011,1,127.46
OI01886,O01108,P001,1,82.03
OI01887,O01109,P008,1,176.95
OI01888,O01109,P001,1,92.47
OI01889,O01109,P007,2,228.81
OI01890,O01110,P013,1,195.69
OI01891,O01110,P005,1,36.87
OI01892,O01110,P011,1,135.64
OI01893,O01111,P012,1,75.22
OI01894,O01112,P001,1,87.4
OI01895,O01113,P013,1,185.73
OI01896,O01113,P003,1,71.53
OI01897,O01113,P014,1,135.92
OI01898,O01114,P005,1,33.64
OI01899,O01114,P012,1,79.84
OI01900,O01115,P014,1,129.09
OI01901,O01115,P006,1,166.65
OI01902,O01116,P007,1,219.3
OI01903,O01117,P001,1,94.37
OI01904,O01117,P012,1,82.75
OI01905,O01117,P004,1,119.42
OI01906,O01118,P005,1,35.42
OI01907,O01119,P001,1,98.08
OI01908,O01120,P005,2,34.1
OI01909,O01121,P011,1,134.02
OI01910,O01122,P014,1,138.78
OI01911,O01123,P004,1,119.17
OI01912,O01124,P016,1,113.18
OI01913,O01125,P001,3,99.69
OI01914,O01126,P005,1,36.83
OI01915,O01127,P010,2,73.25
OI01916,O01127,P012,1,86.65
OI01917,O01128,P009,3,65.57
OI01918,O01129,P010,1,76.26
OI01919,O01130,P003,1,61.14
OI01920,O01130,P006,3,186.13
OI01921,O01131,P013,1,188.3
OI01922,O01131,P007,1,210.94
OI01923,O01131,P001,1,100.58
OI01924,O01132,P007,1,198.13
OI01925,O01132,P008,1,201.86
OI01926,O01133,P005,2,32.61
OI01927,O01134,P003,1,69.32
OI01928,O01134,P014,1,132.74
OI01929,O01135,P015,2,148.04
OI01930,O01135,P011,1,146.12
OI01931,O01135,P014,1,144.32
OI01932,O01135,P006,1,166.01
OI01933,O01136,P002,1,164.98
OI01934,O01137,P016,1,124.95
OI01935,O01137,P010,1,70.44
OI01936,O01138,P007,1,234.05
OI01937,O01139,P007,2,228.54
OI01938,O01139,P003,1,64.79
OI01939,O01140,P007,1,209.94
OI01940,O01140,P016,1,112.84
OI01941,O01141,P003,1,71.8
OI01942,O01142,P015,1,155.18
OI01943,O01142,P001,1,99.08
OI01944,O01142,P012,1,80.45
OI01945,O01143,P016,1,120.53
OI01946,O01144,P012,1,84.95
OI01947,O01145,P005,1,37.37
OI01948,O01146,P005,1,31.92
OI01949,O01147,P004,1,127.9
OI01950,O01148,P009,1,60.31
OI01951,O01149,P002,1,155.09
OI01952,O01150,P016,2,123.57
OI01953,O01151,P014,1,126.68
OI01954,O01151,P010,1,72.36
OI01955,O01152,P001,1,89.62
OI01956,O01153,P011,2,141.77
OI01957,O01153,P016,1,121.33
OI01958,O01153,P008,1,179.74
OI01959,O01154,P008,1,193.65
OI01960,O01155,P003,1,67.66
OI01961,O01155,P009,2,66.25
OI01962,O01156,P009,1,64.86
OI01963,O01156,P012,1,74.56
OI01964,O01157,P005,2,38.9
OI01965,O01158,P007,2,221.37
OI01966,O01159,P010,2,68.01
OI01967,O01159,P004,2,115.53
OI01968,O01160,P014,1,145.17
OI01969,O01160,P002,3,167.08
OI01970,O01161,P009,1,56.67
OI01971,O01162,P001,1,98.19
OI01972,O01163,P001,1,87.85
OI01973,O01163,P011,1,143.46
OI01974,O01164,P002,1,156.0
OI01975,O01164,P012,1,71.63
OI01976,O01165,P012,1,76.15
OI01977,O01165,P006,1,177.68
OI01978,O01166,P003,1,61.54
OI01979,O01166,P014,1,147.82
OI01980,O01167,P008,1,176.29
OI01981,O01168,P013,1,208.7
OI01982,O01169,P002,1,171.87
OI01983,O01170,P006,1,168.3
OI01984,O01171,P006,2,191.05
OI01985,O01172,P010,1,68.34
OI01986,O01173,P004,1,138.67
OI01987,O01174,P010,1,70.94
OI01988,O01174,P006,1,195.97
OI01989,O01174,P008,1,195.33
OI01990,O01175,P013,1,196.02
OI01991,O01176,P008,1,210.49
OI01992,O01176,P002,2,173.16
OI01993,O01177,P006,1,176.45
OI01994,O01178,P014,1,131.49
OI01995,O01179,P007,1,223.14
OI01996,O01180,P008,1,210.57
OI01997,O01181,P003,1,62.31
OI01998,O01181,P012,1,76.71
OI01999,O01182,P002,2,176.35
OI02000,O01182,P011,1,131.48
OI02001,O01182,P016,1,130.25
OI02002,O01182,P013,3,184.91
OI02003,O01183,P014,2,136.95
OI02004,O01183,P009,1,64.87
OI02005,O01184,P016,1,122.44
OI02006,O01185,P006,1,176.61
OI02007,O01186,P016,1,122.1
OI02008,O01186,P011,1,143.14
OI02009,O01187,P006,2,175.52
OI02010,O01188,P006,2,167.81
OI02011,O01188,P014,2,128.87
OI02012,O01189,P002,1,184.25
OI02013,O01189,P009,1,56.26
OI02014,O01189,P016,1,131.26
OI02015,O01189,P010,1,63.6
OI02016,O01190,P013,1,208.05
OI02017,O01190,P004,1,141.72
OI02018,O01191,P007,2,238.17
OI02019,O01191,P012,2,78.64
OI02020,O01191,P001,2,94.9
OI02021,O01192,P004,1,115.67
OI02022,O01192,P014,1,128.9
OI02023,O01193,P014,1,142.94
OI02024,O01193,P006,1,177.2
OI02025,O01193,P011,1,138.07
OI02026,O01194,P016,3,125.76
OI02027,O01195,P004,1,131.86
OI02028,O01195,P007,1,238.27
OI02029,O01196,P003,1,66.84
OI02030,O01197,P016,1,120.78
OI02031,O01198,P005,1,36.82
OI02032,O01199,P013,2,199.23
OI02033,O01200,P006,2,173.63
OI02034,O01201,P005,3,32.39
OI02035,O01202,P006,1,173.97
OI02036,O01202,P013,1,212.82
OI02037,O01203,P004,1,118.78
OI02038,O01203,P002,3,172.66
OI02039,O01204,P012,1,72.26
OI02040,O01205,P003,1,71.45
OI02041,O01206,P005,1,33.02
OI02042,O01207,P009,1,64.13
OI02043,O01207,P008,1,191.36
OI02044,O01208,P013,1,179.63
OI02045,O01209,P001,2,84.3
OI02046,O01209,P005,2,38.19
OI02047,O01210,P004,1,130.06
OI02048,O01211,P005,1,35.62
OI02049,O01211,P014,3,139.17
OI02050,O01211,P013,1,208.2
OI02051,O01212,P014,1,132.15
OI02052,O01213,P015,1,173.61
OI02053,O01214,P014,2,141.15
OI02054,O01214,P011,1,140.78
OI02055,O01215,P003,1,70.06
OI02056,O01216,P011,1,141.19
OI02057,O01217,P005,1,32.49
OI02058,O01218,P009,1,57.6
OI02059,O01218,P011,1,140.55
OI02060,O01219,P010,1,66.74
OI02061,O01220,P007,1,229.93
OI02062,O01220,P013,2,205.52
OI02063,O01221,P015,1,150.31
OI02064,O01222,P011,2,149.2
OI02065,O01222,P003,1,64.74
OI02066,O01223,P003,1,72.68
OI02067,O01224,P009,1,65.96
OI02068,O01224,P015,1,172.07
OI02069,O01225,P016,1,120.86
OI02070,O01225,P010,1,63.69
OI02071,O01225,P002,1,186.36
OI02072,O01225,P008,1,177.43
OI02073,O01226,P014,2,139.18
OI02074,O01226,P004,1,124.29
OI02075,O01226,P001,1,86.97
OI02076,O01227,P009,1,64.77
OI02077,O01227,P015,1,163.08
OI02078,O01228,P007,1,201.61
OI02079,O01228,P009,1,61.92
OI02080,O01228,P010,3,73.58
OI02081,O01229,P006,2,197.23
OI02082,O01230,P013,1,186.73
OI02083,O01231,P013,2,208.09
OI02084,O01232,P011,1,140.13
OI02085,O01233,P003,1,68.99
OI02086,O01234,P009,1,57.84
OI02087,O01235,P003,1,59.64
OI02088,O01235,P008,1,189.18
OI02089,O01236,P014,1,129.52
OI02090,O01237,P007,2,238.62
OI02091,O01238,P002,1,169.85
OI02092,O01239,P006,1,174.32
OI02093,O01240,P006,1,198.15
OI02094,O01240,P005,2,33.57
OI02095,O01241,P004,1,136.23
OI02096,O01242,P005,2,33.64
OI02097,O01242,P009,1,64.96
OI02098,O01243,P005,1,35.29
OI02099,O01244,P009,1,56.39
OI02100,O01244,P008,1,184.66
OI02101,O01245,P010,1,73.42
OI02102,O01246,P015,3,176.17
OI02103,O01247,P006,1,192.96
OI02104,O01247,P009,1,61.74
OI02105,O01247,P014,1,131.52
OI02106,O01248,P011,1,147.47
OI02107,O01249,P005,2,34.75
OI02108,O01249,P011,1,151.85
OI02109,O01250,P012,1,72.66
OI02110,O01250,P015,2,152.72
OI02111,O01251,P013,2,213.09
OI02112,O01252,P002,3,181.18
OI02113,O01252,P015,1,155.62
OI02114,O01253,P009,1,60.6
OI02115,O01254,P015,1,155.45
OI02116,O01255,P002,1,170.65
OI02117,O01256,P015,1,165.82
OI02118,O01257,P008,1,186.88
OI02119,O01258,P005,1,36.02
OI02120,O01259,P002,1,168.35
OI02121,O01260,P003,1,70.54
OI02122,O01261,P011,1,135.09
OI02123,O01262,P001,1,86.87
OI02124,O01263,P002,2,155.11
OI02125,O01263,P010,1,65.14
OI02126,O01263,P005,2,38.34
OI02127,O01263,P013,1,214.45
OI02128,O01264,P011,1,132.64
OI02129,O01265,P014,1,134.83
OI02130,O01265,P007,3,209.45
OI02131,O01265,P016,1,120.73
OI02132,O01266,P008,1,199.37
OI02133,O01267,P003,1,60.48
OI02134,O01268,P005,1,32.06
OI02135,O01268,P001,1,97.73
OI02136,O01268,P015,1,175.33
OI02137,O01269,P004,1,130.86
OI02138,O01270,P016,1,128.78
OI02139,O01270,P002,1,180.64
OI02140,O01270,P005,1,32.3
OI02141,O01271,P004,1,133.71
OI02142,O01271,P008,1,209.18
OI02143,O01272,P010,1,73.65
OI02144,O01273,P015,1,149.7
OI02145,O01274,P005,1,33.91
OI02146,O01275,P014,1,141.41
OI02147,O01276,P002,1,165.12
OI02148,O01277,P013,2,196.26
OI02149,O01277,P003,3,70.16
OI02150,O01278,P014,1,149.16
OI02151,O01278,P011,1,146.0
OI02152,O01279,P011,1,151.38
OI02153,O01280,P014,1,141.04
OI02154,O01280,P001,1,96.9
OI02155,O01281,P007,1,224.13
OI02156,O01281,P004,1,128.77
OI02157,O01281,P003,1,71.62
OI02158,O01282,P002,3,172.16
OI02159,O01282,P008,1,215.05
OI02160,O01283,P003,2,65.1
OI02161,O01283,P008,1,210.49
OI02162,O01284,P002,2,174.89
OI02163,O01285,P008,2,192.82
OI02164,O01286,P009,2,61.07
OI02165,O01286,P016,1,125.81
OI02166,O01287,P007,1,219.33
OI02167,O01288,P007,1,213.77
OI02168,O01289,P009,1,57.86
OI02169,O01290,P004,1,122.98
OI02170,O01291,P001,1,96.79
OI02171,O01291,P004,2,141.11
OI02172,O01291,P002,1,167.25
OI02173,O01292,P009,1,64.12
OI02174,O01292,P013,1,193.14
OI02175,O01293,P003,1,61.55
OI02176,O01293,P002,2,170.19
OI02177,O01293,P016,1,136.89
OI02178,O01294,P014,2,145.17
OI02179,O01294,P002,1,157.26
OI02180,O01295,P008,1,211.64
OI02181,O01295,P014,1,145.03
OI02182,O01296,P007,1,210.43
OI02183,O01297,P001,2,83.32
OI02184,O01297,P006,2,185.02
OI02185,O01298,P011,1,149.24
OI02186,O01299,P010,1,75.44
OI02187,O01299,P001,1,100.67
OI02188,O01299,P014,1,146.31
OI02189,O01300,P012,1,77.19
OI02190,O01300,P002,1,161.4
OI02191,O01300,P008,1,178.36
OI02192,O01300,P005,1,35.7
OI02193,O01301,P011,1,142.56
OI02194,O01301,P006,1,164.4
OI02195,O01301,P002,1,178.13
OI02196,O01301,P003,1,71.94
OI02197,O01302,P013,1,178.84
OI02198,O01303,P002,1,154.68
OI02199,O01304,P012,1,72.27
OI02200,O01305,P004,1,115.69
OI02201,O01306,P008,1,210.11
OI02202,O01306,P007,1,227.35
OI02203,O01306,P001,2,91.06
OI02204,O01307,P010,1,67.75
OI02205,O01308,P004,1,131.46
OI02206,O01308,P012,1,72.4
OI02207,O01308,P007,1,228.11
OI02208,O01309,P008,1,184.73
OI02209,O01309,P003,1,60.34
OI02210,O01309,P012,1,86.35
OI02211,O01309,P001,1,83.84
OI02212,O01310,P014,1,135.77
OI02213,O01310,P002,1,174.17
OI02214,O01311,P009,1,56.72
OI02215,O01312,P008,2,192.34
OI02216,O01312,P016,1,124.01
OI02217,O01312,P015,1,170.73
OI02218,O01313,P010,1,65.94
OI02219,O01314,P015,1,152.02
OI02220,O01314,P006,1,195.19
OI02221,O01315,P005,1,33.55
OI02222,O01316,P004,1,122.07
OI02223,O01316,P005,1,38.2
OI02224,O01316,P012,1,75.61
OI02225,O01317,P010,1,65.44
OI02226,O01318,P005,1,36.92
OI02227,O01318,P001,1,92.49
OI02228,O01319,P014,1,145.99
OI02229,O01320,P012,1,80.76
OI02230,O01320,P002,2,162.79
OI02231,O01321,P016,1,127.4
OI02232,O01321,P004,1,118.01
OI02233,O01322,P014,1,144.1
OI02234,O01323,P007,1,205.95
OI02235,O01323,P006,2,178.01
OI02236,O01324,P004,1,131.28
OI02237,O01324,P002,1,184.39
OI02238,O01324,P013,1,196.77
OI02239,O01325,P016,3,133.51
OI02240,O01325,P014,2,125.84
OI02241,O01326,P012,2,82.87
OI02242,O01327,P001,1,84.68
OI02243,O01327,P011,1,146.95
OI02244,O01327,P005,1,33.37
OI02245,O01327,P004,1,127.59
OI02246,O01328,P007,1,228.56
OI02247,O01329,P006,1,176.7
OI02248,O01329,P008,1,202.37
OI02249,O01329,P007,2,199.27
OI02250,O01330,P008,1,181.33
OI02251,O01331,P007,1,230.28
OI02252,O01331,P008,1,185.15
OI02253,O01331,P016,1,131.88
OI02254,O01331,P003,1,59.62
OI02255,O01332,P004,1,116.68
OI02256,O01332,P013,1,199.14
OI02257,O01332,P012,2,79.71
OI02258,O01333,P008,1,211.44
OI02259,O01333,P013,1,202.16
OI02260,O01334,P003,1,63.92
OI02261,O01335,P007,2,225.94
OI02262,O01335,P003,1,61.38
OI02263,O01335,P013,1,194.55
OI02264,O01336,P009,3,58.43
OI02265,O01337,P001,2,82.28
OI02266,O01337,P014,1,144.65
OI02267,O01338,P004,1,139.21
OI02268,O01339,P005,1,36.79
OI02269,O01339,P006,2,181.59
OI02270,O01340,P005,1,35.82
OI02271,O01340,P010,1,69.44
OI02272,O01341,P002,1,167.86
OI02273,O01342,P009,2,58.94
OI02274,O01343,P005,1,35.99
OI02275,O01344,P012,1,73.31
OI02276,O01344,P011,1,146.86
OI02277,O01344,P001,1,82.45
OI02278,O01344,P006,1,177.91
OI02279,O01345,P006,1,164.32
OI02280,O01345,P003,1,64.75
OI02281,O01345,P002,2,155.73
OI02282,O01345,P001,1,91.76
OI02283,O01346,P016,1,122.57
OI02284,O01346,P015,1,162.23
OI02285,O01346,P004,1,122.42
OI02286,O01347,P010,1,70.15
OI02287,O01347,P012,1,82.5
OI02288,O01348,P005,1,37.19
OI02289,O01349,P003,2,70.68
OI02290,O01349,P008,1,214.46
OI02291,O01350,P002,1,179.12
OI02292,O01351,P007,2,235.56
OI02293,O01352,P009,2,60.64
OI02294,O01353,P008,1,194.92
OI02295,O01354,P002,1,163.33
OI02296,O01355,P007,1,231.81
OI02297,O01355,P013,1,190.14
OI02298,O01355,P014,1,134.27
OI02299,O01356,P015,1,174.0
OI02300,O01356,P009,1,54.79
OI02301,O01357,P016,1,129.53
OI02302,O01357,P004,3,116.29
OI02303,O01358,P016,1,121.24
OI02304,O01359,P001,2,85.67
OI02305,O01359,P016,1,133.9
OI02306,O01360,P001,1,88.04
OI02307,O01360,P004,1,128.57
OI02308,O01361,P007,1,209.99
OI02309,O01361,P016,2,114.66
OI02310,O01361,P006,1,193.1
OI02311,O01362,P013,1,191.29
OI02312,O01363,P006,2,185.47
OI02313,O01364,P014,1,130.28
OI02314,O01365,P002,2,173.55
OI02315,O01366,P014,3,144.25
OI02316,O01367,P001,2,99.63
OI02317,O01368,P013,2,180.8
OI02318,O01369,P011,2,131.78
OI02319,O01370,P014,1,128.23
OI02320,O01371,P005,1,39.1
OI02321,O01372,P010,2,61.99
OI02322,O01373,P016,2,136.57
OI02323,O01374,P012,1,72.56
OI02324,O01375,P002,1,186.32
OI02325,O01376,P001,1,90.31
OI02326,O01377,P014,1,146.09
OI02327,O01377,P013,2,204.22
